測站名稱,測站ID,縣市,鄉鎮,高度(m),緯度(WGS84),經度(WGS84),觀測時間,天氣狀況,氣溫(℃),相對濕度(%),氣壓(hPa),降雨量(mm),風速(m/s),風向(度),今日最高溫(℃),最高溫時間,今日最低溫(℃),最低溫時間
三重,C0AI30,新北市,三重區,26.0,25.057378,121.500625,2026-07-02T10:00:00+08:00,晴,32.7,72,1009.0,0.0,2.7,57.0,32.7,2026-07-02T09:50:00+08:00,28.4,2026-07-02T05:20:00+08:00
石牌,C0AI40,臺北市,北投區,37.0,25.115597,121.513139,2026-07-02T10:00:00+08:00,晴,31.2,77,1007.7,0.0,1.8,305.0,31.2,2026-07-02T09:50:00+08:00,29.2,2026-07-02T05:30:00+08:00
金峰嘉蘭,C0S920,臺東縣,金峰鄉,98.0,22.594789,120.960825,2026-07-02T10:00:00+08:00,多雲,30.8,66,997.1,0.0,1.3,119.0,31.2,2026-07-02T09:50:00+08:00,23.2,2026-07-02T03:30:00+08:00
延平,C0S930,臺東縣,延平鄉,248.0,22.902581,121.084058,2026-07-02T10:00:00+08:00,晴,31.6,66,985.4,0.0,1.0,99.0,31.6,2026-07-02T10:00:00+08:00,24.0,2026-07-02T02:50:00+08:00
石寧山,C0S940,臺東縣,長濱鄉,150.0,23.223772,121.406639,2026-07-02T10:00:00+08:00,晴,30.8,78,995.5,0.0,2.7,182.0,31.0,2026-07-02T08:00:00+08:00,24.5,2026-07-02T05:20:00+08:00
七塊厝,C0S950,臺東縣,東河鄉,411.0,22.955719,121.229167,2026-07-02T10:00:00+08:00,晴,31.9,64,967.9,0.0,0.4,113.0,31.9,2026-07-02T10:00:00+08:00,22.7,2026-07-02T05:30:00+08:00
知本(水試所),C0SA60,臺東縣,臺東市,6.0,22.702247,121.082664,2026-07-02T10:00:00+08:00,多雲,33.5,68,1011.9,0.0,1.7,141.0,34.9,2026-07-02T08:50:00+08:00,26.1,2026-07-02T03:30:00+08:00
香蘭,C0S960,臺東縣,太麻里鄉,32.0,22.587569,120.993375,2026-07-02T10:00:00+08:00,多雲,31.3,67,1009.2,0.0,1.5,108.0,32.3,2026-07-02T08:30:00+08:00,26.7,2026-07-02T03:40:00+08:00
加津林,C0S970,臺東縣,大武鄉,19.0,22.416211,120.926942,2026-07-02T10:00:00+08:00,陰,29.9,81,1010.8,0.0,2.8,49.0,30.4,2026-07-02T09:50:00+08:00,26.9,2026-07-02T03:10:00+08:00
勝林山,C0S980,臺東縣,達仁鄉,901.0,22.430439,120.893800,2026-07-02T10:00:00+08:00,陰,23.3,96,915.5,4.5,0.9,45.0,23.9,2026-07-02T08:20:00+08:00,20.7,2026-07-02T04:50:00+08:00
山豬窟,C0S990,臺東縣,大武鄉,409.0,22.318619,120.857372,2026-07-02T10:00:00+08:00,陰有雨,24.2,100,968.1,15.0,2.8,21.0,24.6,2026-07-02T00:40:00+08:00,24.1,2026-07-02T06:10:00+08:00
歷坵,C0SA00,臺東縣,太麻里鄉,466.0,22.520969,120.891850,2026-07-02T10:00:00+08:00,陰,27.4,83,961.2,0.0,0.7,130.0,28.2,2026-07-02T08:40:00+08:00,21.9,2026-07-02T03:30:00+08:00
檳榔四格山,C0SA10,臺東縣,卑南鄉,411.0,22.810031,121.109308,2026-07-02T10:00:00+08:00,晴,31.3,74,967.7,0.0,0.2,0.0,32.8,2026-07-02T09:40:00+08:00,23.8,2026-07-02T04:30:00+08:00
金崙山,C0SA20,臺東縣,太麻里鄉,857.0,22.567419,120.959667,2026-07-02T10:00:00+08:00,陰,26.5,82,920.0,0.0,1.1,60.0,26.5,2026-07-02T10:00:00+08:00,20.0,2026-07-02T03:20:00+08:00
都歷,C0SA30,臺東縣,成功鎮,92.0,23.020333,121.323642,2026-07-02T10:00:00+08:00,晴,30.5,75,1003.6,0.0,3.6,170.0,31.3,2026-07-02T08:40:00+08:00,27.3,2026-07-02T03:40:00+08:00
達仁林場,C0SA90,臺東縣,達仁鄉,497.0,22.264347,120.823972,2026-07-02T10:00:00+08:00,陰有雨,24.2,100,957.3,15.0,1.1,55.0,24.3,2026-07-02T09:00:00+08:00,23.5,2026-07-02T05:40:00+08:00
牡丹池山,C0R840,屏東縣,牡丹鄉,536.0,22.168389,120.841225,2026-07-02T10:00:00+08:00,多雲有雨,24.8,100,953.9,18.5,1.7,88.0,24.8,2026-07-02T10:00:00+08:00,22.6,2026-07-02T05:20:00+08:00
高士,C0R830,屏東縣,牡丹鄉,383.0,22.121825,120.836781,2026-07-02T10:00:00+08:00,多雲有雨,24.7,100,970.0,36.5,2.9,2.0,24.7,2026-07-02T10:00:00+08:00,23.1,2026-07-02T05:20:00+08:00
白鷺,C0R820,屏東縣,來義鄉,588.0,22.454275,120.666219,2026-07-02T10:00:00+08:00,多雲,29.8,70,947.8,0.0,0.9,202.0,29.8,2026-07-02T10:00:00+08:00,23.5,2026-07-02T01:00:00+08:00
內獅,C0R810,屏東縣,獅子鄉,25.0,22.305064,120.642986,2026-07-02T10:00:00+08:00,陰,33.2,68,1009.4,0.0,2.9,155.0,33.3,2026-07-02T09:50:00+08:00,27.0,2026-07-02T02:40:00+08:00
丹路,C0R800,屏東縣,獅子鄉,131.0,22.204481,120.750989,2026-07-02T10:00:00+08:00,多雲有雨,27.4,100,997.4,3.5,1.9,55.0,27.6,2026-07-02T00:10:00+08:00,26.3,2026-07-02T06:00:00+08:00
九棚,C0R790,屏東縣,滿州鄉,111.0,22.142069,120.894356,2026-07-02T10:00:00+08:00,多雲有雨,26.4,96,1001.2,17.5,5.2,14.0,26.6,2026-07-02T01:00:00+08:00,24.7,2026-07-02T05:20:00+08:00
滿州,C0R780,屏東縣,滿州鄉,72.0,22.024403,120.839892,2026-07-02T10:00:00+08:00,多雲有雨,29.6,84,1006.0,24.0,5.5,122.0,29.6,2026-07-02T10:00:00+08:00,25.7,2026-07-02T04:40:00+08:00
保力,C0R770,屏東縣,車城鄉,93.0,22.071122,120.764111,2026-07-02T10:00:00+08:00,多雲有雨,29.5,88,1002.0,18.5,1.9,77.0,29.5,2026-07-02T10:00:00+08:00,25.4,2026-07-02T05:00:00+08:00
南仁湖,C0R760,屏東縣,滿州鄉,336.0,22.084681,120.863353,2026-07-02T10:00:00+08:00,多雲,25.4,100,975.4,59.0,3.4,167.0,25.5,2026-07-02T09:50:00+08:00,24.0,2026-07-02T05:20:00+08:00
合歡山頂,C0H9C0,南投縣,仁愛鄉,3402.0,24.143442,121.272547,2026-07-02T10:00:00+08:00,晴,16.1,54,682.8,0.0,3.2,197.0,16.8,2026-07-02T09:00:00+08:00,9.6,2026-07-02T02:10:00+08:00
大坑,C0F970,臺中市,北屯區,145.0,24.173142,120.722289,2026-07-02T10:00:00+08:00,晴,32.3,72,994.5,0.0,0.7,267.0,32.3,2026-07-02T10:00:00+08:00,28.1,2026-07-02T03:20:00+08:00
溪湖,C0G660,彰化縣,溪湖鎮,27.0,23.948350,120.479122,2026-07-02T10:00:00+08:00,晴,32.2,75,1009.2,0.0,2.0,292.0,32.7,2026-07-02T09:40:00+08:00,28.6,2026-07-02T03:20:00+08:00
員林,C0G650,彰化縣,員林市,34.0,23.946503,120.585597,2026-07-02T10:00:00+08:00,晴,33.9,72,1006.4,0.5,1.6,243.0,34.4,2026-07-02T09:40:00+08:00,28.5,2026-07-02T05:20:00+08:00
草屯,C0H960,南投縣,草屯鎮,120.0,23.973672,120.680850,2026-07-02T10:00:00+08:00,晴,32.3,67,998.2,0.0,0.7,238.0,32.3,2026-07-02T10:00:00+08:00,27.1,2026-07-02T05:50:00+08:00
芬園,C0G620,彰化縣,芬園鄉,110.0,24.015678,120.621300,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,32.4,2026-07-02T10:00:00+08:00,26.1,2026-07-02T01:50:00+08:00
東勢,C0F850,臺中市,東勢區,379.0,24.246428,120.833047,2026-07-02T10:00:00+08:00,晴,31.4,76,969.4,0.0,1.6,322.0,32.3,2026-07-02T09:20:00+08:00,27.2,2026-07-02T05:40:00+08:00
竹山,C0I110,南投縣,竹山鎮,161.0,23.761225,120.688156,2026-07-02T10:00:00+08:00,晴,32.1,64,993.7,0.0,0.8,264.0,32.3,2026-07-02T09:50:00+08:00,26.0,2026-07-02T05:00:00+08:00
馬都安,C0E610,苗栗縣,泰安鄉,850.0,24.451272,120.930192,2026-07-02T10:00:00+08:00,多雲,24.9,90,920.4,0.0,0.0,0.0,25.1,2026-07-02T09:00:00+08:00,22.4,2026-07-02T00:10:00+08:00
明德,C0E550,苗栗縣,頭屋鄉,84.0,24.583486,120.885411,2026-07-02T10:00:00+08:00,多雲,30.3,76,1003.5,0.0,1.0,66.0,30.3,2026-07-02T10:00:00+08:00,26.3,2026-07-02T04:40:00+08:00
通霄,C0E590,苗栗縣,通霄鎮,40.0,24.471892,120.704622,2026-07-02T10:00:00+08:00,多雲,29.9,81,1006.5,0.0,1.5,336.0,29.9,2026-07-02T10:00:00+08:00,26.1,2026-07-02T02:50:00+08:00
神岡,C0F9I0,臺中市,神岡區,194.0,24.272481,120.658314,2026-07-02T10:00:00+08:00,多雲,29.7,80,989.6,0.0,2.0,349.0,30.6,2026-07-02T07:40:00+08:00,26.1,2026-07-02T02:40:00+08:00
卓蘭,C0E791,苗栗縣,卓蘭鎮,344.0,24.312558,120.824361,2026-07-02T10:00:00+08:00,多雲,29.7,81,970.6,0.0,2.2,286.0,30.3,2026-07-02T09:20:00+08:00,25.2,2026-07-02T04:50:00+08:00
新社,C0F9V0,臺中市,新社區,525.0,24.200172,120.815806,2026-07-02T10:00:00+08:00,晴,27.5,90,951.4,0.0,2.6,293.0,28.9,2026-07-02T09:10:00+08:00,23.7,2026-07-02T05:50:00+08:00
埔里,C0H890,南投縣,埔里鎮,440.0,23.972169,120.952425,2026-07-02T10:00:00+08:00,晴,30.5,65,962.1,0.0,2.3,307.0,30.7,2026-07-02T09:10:00+08:00,24.5,2026-07-02T05:40:00+08:00
信義,C0I080,南投縣,信義鄉,536.0,23.689694,120.851036,2026-07-02T10:00:00+08:00,晴,31.4,64,955.2,0.0,0.7,23.0,32.0,2026-07-02T09:50:00+08:00,22.6,2026-07-02T05:50:00+08:00
昆陽,C0H990,南投縣,仁愛鄉,3076.0,24.121322,121.273642,2026-07-02T10:00:00+08:00,晴,17.2,54,710.9,0.0,1.9,227.0,17.2,2026-07-02T10:00:00+08:00,9.4,2026-07-02T04:50:00+08:00
廬山,C0I010,南投縣,仁愛鄉,1562.0,24.033311,121.181808,2026-07-02T10:00:00+08:00,晴,23.9,68,850.3,0.0,1.0,291.0,25.7,2026-07-02T08:30:00+08:00,18.7,2026-07-02T01:30:00+08:00
大禹嶺,C0T790,花蓮縣,秀林鄉,2830.0,24.186117,121.316086,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
神木村,C0H9A0,南投縣,信義鄉,1595.0,23.532742,120.843667,2026-07-02T10:00:00+08:00,晴,28.8,59,848.1,0.0,0.9,106.0,28.8,2026-07-02T10:00:00+08:00,18.3,2026-07-02T05:40:00+08:00
大雅,C0F9X0,臺中市,大雅區,166.0,24.215281,120.624450,2026-07-02T10:00:00+08:00,晴,30.5,78,992.3,0.0,1.7,2.0,30.5,2026-07-02T10:00:00+08:00,26.5,2026-07-02T05:00:00+08:00
南投,C0I460,南投縣,南投市,110.0,23.911469,120.687331,2026-07-02T10:00:00+08:00,晴,32.4,67,999.3,0.0,0.8,181.0,32.4,2026-07-02T10:00:00+08:00,26.7,2026-07-02T05:40:00+08:00
花壇,C0G910,彰化縣,花壇鄉,42.0,24.030322,120.549461,2026-07-02T10:00:00+08:00,晴,31.5,82,1007.2,0.0,3.7,269.0,32.0,2026-07-02T09:50:00+08:00,29.1,2026-07-02T03:00:00+08:00
線西,C0G900,彰化縣,線西鄉,20.0,24.143358,120.443536,2026-07-02T10:00:00+08:00,晴,31.0,76,1008.0,0.0,1.9,340.0,31.1,2026-07-02T08:20:00+08:00,28.2,2026-07-02T04:00:00+08:00
霧峰,C0FA50,臺中市,霧峰區,58.0,24.041897,120.699472,2026-07-02T10:00:00+08:00,晴,33.2,64,1002.0,0.0,1.1,268.0,33.2,2026-07-02T10:00:00+08:00,25.5,2026-07-02T03:10:00+08:00
虎尾,C0K330,雲林縣,虎尾鎮,38.0,23.719183,120.442036,2026-07-02T10:00:00+08:00,多雲,32.9,63,1007.0,0.0,0.5,247.0,32.9,2026-07-02T10:00:00+08:00,27.4,2026-07-02T03:00:00+08:00
宜梧,C0K291,雲林縣,口湖鄉,8.0,23.536267,120.169311,2026-07-02T10:00:00+08:00,晴,30.4,81,1011.3,0.0,2.5,297.0,31.2,2026-07-02T08:50:00+08:00,27.6,2026-07-02T03:20:00+08:00
東後寮,C0M520,嘉義縣,義竹鄉,15.0,23.369892,120.248047,2026-07-02T10:00:00+08:00,晴,31.5,72,1009.5,0.0,1.6,255.0,31.6,2026-07-02T09:20:00+08:00,26.8,2026-07-02T03:30:00+08:00
東河,C0X050,臺南市,東山區,25.0,23.296581,120.385592,2026-07-02T10:00:00+08:00,多雲,31.9,64,1007.9,0.0,1.9,231.0,33.0,2026-07-02T09:40:00+08:00,26.0,2026-07-02T03:30:00+08:00
佳里,C0X080,臺南市,佳里區,2.0,23.173039,120.145086,2026-07-02T10:00:00+08:00,晴,31.6,83,1011.3,0.0,2.6,270.0,31.6,2026-07-02T09:50:00+08:00,27.1,2026-07-02T03:50:00+08:00
二林,C0G730,彰化縣,二林鎮,27.0,23.903319,120.376069,2026-07-02T10:00:00+08:00,晴,30.6,91,1009.5,0.0,2.1,336.0,31.3,2026-07-02T09:20:00+08:00,27.2,2026-07-02T02:10:00+08:00
白河,C0X210,臺南市,白河區,38.0,23.347467,120.414428,2026-07-02T10:00:00+08:00,多雲,30.7,74,1005.8,0.0,1.4,313.0,31.5,2026-07-02T08:20:00+08:00,26.1,2026-07-02T04:00:00+08:00
番路,C0M720,嘉義縣,番路鄉,225.0,23.464644,120.554144,2026-07-02T10:00:00+08:00,多雲,29.8,75,986.7,0.0,0.5,276.0,31.3,2026-07-02T08:50:00+08:00,25.2,2026-07-02T05:00:00+08:00
新營,C0X250,臺南市,新營區,33.0,23.310689,120.316681,2026-07-02T10:00:00+08:00,多雲,31.3,69,1008.0,0.0,0.8,302.0,31.3,2026-07-02T10:00:00+08:00,27.4,2026-07-02T06:00:00+08:00
將軍,C0X280,臺南市,將軍區,22.0,23.214972,120.135761,2026-07-02T10:00:00+08:00,晴,30.8,79,1009.5,0.0,2.2,333.0,31.4,2026-07-02T08:20:00+08:00,27.8,2026-07-02T04:00:00+08:00
褒忠,C0K430,雲林縣,褒忠鄉,30.0,23.690928,120.303619,2026-07-02T10:00:00+08:00,晴,31.4,72,1009.2,0.0,1.9,245.0,32.0,2026-07-02T09:50:00+08:00,27.3,2026-07-02T03:00:00+08:00
溪口,C0M660,嘉義縣,溪口鄉,40.0,23.604119,120.403556,2026-07-02T10:00:00+08:00,多雲,31.0,73,1007.8,0.0,2.1,309.0,31.3,2026-07-02T09:40:00+08:00,27.3,2026-07-02T02:40:00+08:00
二崙,C0K440,雲林縣,二崙鄉,35.0,23.772797,120.408944,2026-07-02T10:00:00+08:00,多雲,31.7,73,1007.9,0.0,1.1,231.0,31.7,2026-07-02T10:00:00+08:00,27.0,2026-07-02T02:50:00+08:00
竹崎,C0M700,嘉義縣,竹崎鄉,150.0,23.526167,120.555497,2026-07-02T10:00:00+08:00,多雲,30.3,77,995.7,0.0,0.7,276.0,31.2,2026-07-02T08:30:00+08:00,25.2,2026-07-02T03:10:00+08:00
中埔,C0M640,嘉義縣,中埔鄉,155.0,23.425381,120.522903,2026-07-02T10:00:00+08:00,多雲,30.2,72,994.4,0.0,1.1,267.0,30.8,2026-07-02T08:50:00+08:00,25.9,2026-07-02T04:40:00+08:00
鹽水,C0X230,臺南市,鹽水區,29.0,23.272603,120.247622,2026-07-02T10:00:00+08:00,晴,31.0,74,1009.7,0.0,1.2,313.0,31.5,2026-07-02T08:40:00+08:00,27.2,2026-07-02T05:00:00+08:00
學甲,C0X220,臺南市,學甲區,26.0,23.230347,120.182167,2026-07-02T10:00:00+08:00,晴,31.0,71,1008.7,0.0,1.3,287.0,31.3,2026-07-02T08:30:00+08:00,27.9,2026-07-02T03:10:00+08:00
後壁,C0X260,臺南市,後壁區,39.0,23.366342,120.362306,2026-07-02T10:00:00+08:00,多雲,32.5,65,1007.9,0.0,1.6,271.0,32.5,2026-07-02T10:00:00+08:00,27.0,2026-07-02T04:30:00+08:00
西螺,C0K420,雲林縣,西螺鎮,42.0,23.800400,120.467383,2026-07-02T10:00:00+08:00,多雲,31.4,71,1006.8,0.0,0.6,210.0,32.5,2026-07-02T09:50:00+08:00,27.1,2026-07-02T03:00:00+08:00
土庫,C0K390,雲林縣,土庫鎮,31.0,23.679019,120.395561,2026-07-02T10:00:00+08:00,多雲,31.2,69,1008.3,0.0,1.5,259.0,31.2,2026-07-02T10:00:00+08:00,27.5,2026-07-02T02:30:00+08:00
大林,C0M670,嘉義縣,大林鎮,43.0,23.600606,120.458397,2026-07-02T10:00:00+08:00,多雲,31.6,69,1006.4,0.0,0.7,267.0,31.8,2026-07-02T09:40:00+08:00,27.3,2026-07-02T03:30:00+08:00
東石,C0M710,嘉義縣,東石鄉,15.0,23.458911,120.153831,2026-07-02T10:00:00+08:00,晴,31.0,76,1010.4,0.0,1.3,300.0,31.3,2026-07-02T08:50:00+08:00,28.1,2026-07-02T05:20:00+08:00
水上,C0M690,嘉義縣,水上鄉,33.0,23.419719,120.388894,2026-07-02T10:00:00+08:00,多雲,30.8,70,1007.2,0.0,0.7,262.0,31.5,2026-07-02T09:10:00+08:00,26.7,2026-07-02T05:00:00+08:00
嘉義市東區,C0M730,嘉義市,東區,40.0,23.457656,120.460517,2026-07-02T10:00:00+08:00,多雲,32.0,74,1006.6,0.0,1.3,258.0,32.3,2026-07-02T08:10:00+08:00,27.2,2026-07-02T03:10:00+08:00
關子嶺,C0X240,臺南市,白河區,394.0,23.331169,120.508025,2026-07-02T10:00:00+08:00,多雲,29.0,84,969.1,0.0,0.0,0.0,29.0,2026-07-02T10:00:00+08:00,23.1,2026-07-02T04:30:00+08:00
虎頭埤,C0O970,臺南市,新化區,71.0,23.021375,120.347878,2026-07-02T10:00:00+08:00,晴,31.2,76,1003.6,0.0,1.7,278.0,32.6,2026-07-02T09:40:00+08:00,25.6,2026-07-02T05:20:00+08:00
媽廟,C0O990,臺南市,歸仁區,18.0,22.991750,120.293525,2026-07-02T10:00:00+08:00,晴,32.8,71,1009.3,0.0,1.3,238.0,32.8,2026-07-02T09:40:00+08:00,27.1,2026-07-02T04:00:00+08:00
崎頂,C0O960,臺南市,龍崎區,112.0,22.959547,120.369317,2026-07-02T10:00:00+08:00,晴,33.9,64,997.8,0.0,0.5,7.0,33.9,2026-07-02T10:00:00+08:00,26.5,2026-07-02T05:20:00+08:00
新市,C0O980,臺南市,新市區,18.0,23.061614,120.298197,2026-07-02T10:00:00+08:00,晴,33.7,72,1010.1,0.0,0.3,312.0,33.7,2026-07-02T10:00:00+08:00,27.2,2026-07-02T05:50:00+08:00
北寮,C0O830,臺南市,南化區,127.0,23.079561,120.495008,2026-07-02T10:00:00+08:00,晴,33.1,72,997.6,0.0,1.2,280.0,33.9,2026-07-02T09:50:00+08:00,26.3,2026-07-02T04:10:00+08:00
善化,C0O900,臺南市,善化區,9.0,23.112883,120.297219,2026-07-02T10:00:00+08:00,晴,32.3,89,1010.0,0.0,1.8,312.0,32.5,2026-07-02T09:50:00+08:00,26.9,2026-07-02T04:50:00+08:00
復興,C0V210,高雄市,桃源區,734.0,23.222403,120.806089,2026-07-02T10:00:00+08:00,晴,30.4,56,931.4,0.0,2.7,209.0,30.4,2026-07-02T10:00:00+08:00,21.7,2026-07-02T05:30:00+08:00
王爺宮,C0O840,臺南市,六甲區,134.0,23.222064,120.400850,2026-07-02T10:00:00+08:00,多雲,29.4,79,995.8,0.0,1.2,280.0,30.1,2026-07-02T09:30:00+08:00,25.9,2026-07-02T05:20:00+08:00
大內,C0O860,臺南市,大內區,38.0,23.118847,120.360833,2026-07-02T10:00:00+08:00,晴,30.8,79,1006.6,0.0,1.2,304.0,31.3,2026-07-02T09:40:00+08:00,26.4,2026-07-02T05:40:00+08:00
阿蓮,C0V530,高雄市,阿蓮區,34.0,22.883208,120.327508,2026-07-02T10:00:00+08:00,晴,32.6,69,1007.6,0.0,1.5,280.0,32.7,2026-07-02T09:50:00+08:00,27.4,2026-07-02T04:30:00+08:00
臺南市北區,C0X100,臺南市,北區,10.0,23.010394,120.194228,2026-07-02T10:00:00+08:00,晴,31.6,73,1008.1,0.0,1.1,295.0,31.6,2026-07-02T10:00:00+08:00,28.2,2026-07-02T05:40:00+08:00
臺南市南區,C0X110,臺南市,南區,20.0,22.961189,120.188378,2026-07-02T10:00:00+08:00,晴,30.7,76,1009.3,0.0,2.2,254.0,30.9,2026-07-02T09:40:00+08:00,28.6,2026-07-02T05:40:00+08:00
安平,C0X190,臺南市,安平區,10.0,22.993161,120.152181,2026-07-02T10:00:00+08:00,晴,31.6,62,1010.3,0.0,1.9,248.0,31.7,2026-07-02T09:40:00+08:00,27.6,2026-07-02T04:50:00+08:00
麻豆,C0X120,臺南市,麻豆區,28.0,23.183289,120.248611,2026-07-02T10:00:00+08:00,晴,32.7,75,1008.6,0.0,2.1,302.0,32.7,2026-07-02T10:00:00+08:00,28.4,2026-07-02T05:10:00+08:00
安定,C0X150,臺南市,安定區,18.0,23.102614,120.227839,2026-07-02T10:00:00+08:00,晴,31.6,77,1009.6,0.0,1.4,271.0,31.9,2026-07-02T09:30:00+08:00,27.6,2026-07-02T05:00:00+08:00
山上,C0X180,臺南市,山上區,62.0,23.075700,120.363253,2026-07-02T10:00:00+08:00,晴,32.7,70,1003.5,0.0,0.9,305.0,32.9,2026-07-02T09:50:00+08:00,26.5,2026-07-02T04:50:00+08:00
關廟,C0X170,臺南市,關廟區,50.0,22.963017,120.327797,2026-07-02T10:00:00+08:00,晴,32.5,70,1005.2,0.0,1.5,331.0,33.4,2026-07-02T09:30:00+08:00,27.1,2026-07-02T05:50:00+08:00
官田,C0X130,臺南市,官田區,27.0,23.193217,120.315422,2026-07-02T10:00:00+08:00,多雲,32.3,72,1007.6,0.0,0.1,0.0,32.6,2026-07-02T09:30:00+08:00,27.2,2026-07-02T04:30:00+08:00
西港,C0X140,臺南市,西港區,17.0,23.125608,120.203108,2026-07-02T10:00:00+08:00,晴,30.8,70,1009.6,0.0,1.1,274.0,31.3,2026-07-02T09:20:00+08:00,27.5,2026-07-02T05:40:00+08:00
仁德,C0X160,臺南市,仁德區,26.0,22.968258,120.257689,2026-07-02T10:00:00+08:00,晴,30.7,72,1008.1,0.0,1.3,228.0,31.0,2026-07-02T09:30:00+08:00,28.5,2026-07-02T05:00:00+08:00
左鎮,C0X200,臺南市,左鎮區,61.0,23.056758,120.408522,2026-07-02T10:00:00+08:00,晴,34.1,61,1004.3,0.0,0.5,67.0,34.1,2026-07-02T10:00:00+08:00,26.8,2026-07-02T04:50:00+08:00
表湖,C0M850,嘉義縣,大埔鄉,695.0,23.241856,120.641658,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,27.0,2026-07-02T09:50:00+08:00,22.6,2026-07-02T05:00:00+08:00
舊泰武,C0R600,屏東縣,泰武鄉,766.0,22.588194,120.664944,2026-07-02T10:00:00+08:00,多雲,26.3,86,928.8,0.0,1.7,275.0,27.3,2026-07-02T09:20:00+08:00,22.7,2026-07-02T04:50:00+08:00
萬山,C0V790,高雄市,茂林區,410.0,22.905944,120.688056,2026-07-02T10:00:00+08:00,晴,30.2,75,965.4,0.0,2.8,227.0,30.2,2026-07-02T10:00:00+08:00,24.1,2026-07-02T05:40:00+08:00
六龜,C0V800,高雄市,六龜區,256.0,22.997889,120.633583,2026-07-02T10:00:00+08:00,晴,31.5,66,981.3,0.0,1.8,284.0,31.5,2026-07-02T09:30:00+08:00,24.1,2026-07-02T05:50:00+08:00
里港,C0R590,屏東縣,里港鄉,72.0,22.779194,120.494589,2026-07-02T10:00:00+08:00,晴,30.6,74,1003.1,0.0,2.1,321.0,31.1,2026-07-02T09:30:00+08:00,26.5,2026-07-02T05:30:00+08:00
左營,C0V810,高雄市,左營區,32.0,22.674911,120.284911,2026-07-02T10:00:00+08:00,晴,29.8,81,1006.4,0.0,2.5,295.0,30.7,2026-07-02T09:20:00+08:00,27.9,2026-07-02T05:10:00+08:00
東港,C0R640,屏東縣,東港鎮,21.0,22.462467,120.440744,2026-07-02T10:00:00+08:00,多雲,30.9,66,1009.4,0.0,5.5,155.0,31.3,2026-07-02T08:30:00+08:00,28.0,2026-07-02T05:50:00+08:00
竹田,C0R650,屏東縣,竹田鄉,29.0,22.584861,120.543442,2026-07-02T10:00:00+08:00,多雲,33.8,67,1008.2,0.0,0.8,309.0,33.8,2026-07-02T10:00:00+08:00,27.8,2026-07-02T06:00:00+08:00
萬丹,C0R930,屏東縣,萬丹鄉,30.0,22.588475,120.485081,2026-07-02T10:00:00+08:00,多雲,32.1,67,1007.4,0.0,0.9,39.0,32.3,2026-07-02T09:50:00+08:00,27.7,2026-07-02T06:00:00+08:00
阿禮,C0R130,屏東縣,霧臺鄉,1040.0,22.742908,120.743678,2026-07-02T10:00:00+08:00,多雲,29.3,56,897.2,0.0,1.1,77.0,29.3,2026-07-02T10:00:00+08:00,22.6,2026-07-02T01:30:00+08:00
瑪家,C0R140,屏東縣,瑪家鄉,740.0,22.682903,120.686639,2026-07-02T10:00:00+08:00,多雲,26.7,95,940.5,0.0,0.6,357.0,26.7,2026-07-02T10:00:00+08:00,22.4,2026-07-02T05:40:00+08:00
溪埔,C0V350,高雄市,大樹區,36.0,22.738578,120.446797,2026-07-02T10:00:00+08:00,多雲,34.2,61,1008.1,0.0,1.0,146.0,34.4,2026-07-02T09:50:00+08:00,25.5,2026-07-02T05:40:00+08:00
尾寮山,C0R100,屏東縣,三地門鄉,1006.0,22.833111,120.683889,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
阿公店,C0V400,高雄市,燕巢區,56.0,22.804194,120.355528,2026-07-02T10:00:00+08:00,晴,31.3,78,1003.9,0.0,1.9,288.0,31.8,2026-07-02T09:30:00+08:00,27.4,2026-07-02T05:40:00+08:00
內門,C0V360,高雄市,內門區,94.0,22.975481,120.466769,2026-07-02T10:00:00+08:00,晴,30.2,89,1000.9,0.0,1.3,303.0,31.8,2026-07-02T09:40:00+08:00,24.9,2026-07-02T04:20:00+08:00
古亭坑,C0V370,高雄市,田寮區,74.0,22.893178,120.401947,2026-07-02T10:00:00+08:00,晴,32.1,71,1003.7,0.0,0.3,283.0,32.3,2026-07-02T09:50:00+08:00,25.8,2026-07-02T05:40:00+08:00
琉球嶼,C0R270,屏東縣,琉球鄉,51.0,22.332244,120.362236,2026-07-02T10:00:00+08:00,多雲,30.5,83,1004.5,0.0,3.7,142.0,31.4,2026-07-02T09:50:00+08:00,28.9,2026-07-02T02:50:00+08:00
鳳山,C0V440,高雄市,鳳山區,27.0,22.646653,120.356122,2026-07-02T10:00:00+08:00,晴,34.4,67,1008.4,0.0,1.1,255.0,34.4,2026-07-02T10:00:00+08:00,27.8,2026-07-02T05:00:00+08:00
鹽埔,C0R160,屏東縣,鹽埔鄉,45.0,22.739558,120.530778,2026-07-02T10:00:00+08:00,晴,31.5,74,1005.4,0.0,2.1,335.0,31.5,2026-07-02T10:00:00+08:00,26.4,2026-07-02T05:40:00+08:00
